"topicId","real_name","trans_name","lang"
"3728","办理美国文凭ISU学位证书Q/微86614733伊利诺伊州立大学毕业证成绩单学历学位认证 Illinois State University","""Check in the American diploma ISU degree Q/micro 86614733 Illinois University graduation certificate transcript of academic degree certification Illinois State University""","no"
"3729","办理美国文凭KSU学位证书Q/微86614733堪萨斯州立大学毕业证成绩单学历学位认证 Kansas State University","""Check-in the USA the diploma of KSU degree Q/micro 86614733 Kansas State University Graduate certificate transcripts of academic degree certification Kansas State University""","no"
"3720","办理美国文凭MU学位证书Q/微86614733迈阿密大学牛津分校毕业证成绩单学历学位认证 Miami University Oxford","""Check in the American diploma MU degree Q/micro 86614733 Miami University at Oxford graduation certificate transcript of academic degree certification Miami University Oxford""","no"
"3721","办理美国文凭Emory学位证书Q/微86614733埃默里大学毕业证成绩单学历学位认证 Emory University","办理美国文凭Emory学位证书Q/微86614733埃默里大学毕业证成绩单学历学位认证 Emory University","en"
"3722","办理美国文凭UGA学位证书Q/微86614733佐治亚大学毕业证成绩单学历学位认证 University of Georgia","""Check in the American diploma UGA degree Q/micro 86614733 the University of Georgia graduation certificate transcript of academic degree certification University of Georgia""","en"
"3723","办理美国文凭Iowa学位证书Q/微86614733爱荷华大学毕业证成绩单学历学位认证 University of Iowa","办理美国文凭Iowa学位证书Q/微86614733爱荷华大学毕业证成绩单学历学位认证 University of Iowa","en"
"3724","办理美国文凭UChicago学位证书Q/微86614733芝加哥大学毕业证成绩单学历学位认证 University of Chicago","办理美国文凭UChicago学位证书Q/微86614733芝加哥大学毕业证成绩单学历学位认证 University of Chicago","en"
"3725","办理美国文凭IIT学位证书Q/微86614733伊利诺理工大学毕业证成绩单学历学位认证 Illinois Institute of Technology","办理美国文凭IIT学位证书Q/微86614733伊利诺理工大学毕业证成绩单学历学位认证 Illinois Institute of Technology","en"
"3737","办理美国文凭NYU学位证书Q/微86614733纽约大学毕业证成绩单学历学位认证 New York University","""Check in the American diploma NYU degree Q/micro 86614733 New York University graduation certificate transcript of academic degree certification, New York University""","no"
"2405","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","""Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license""","en"
"2404","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","en"
"3738","办理美国文凭UNC学位证书Q/微86614733北卡罗来纳大学教堂山分校毕业证成绩单学历学位认证 University of North Carolina at Chapel Hill","办理美国文凭UNC学位证书Q/微86614733北卡罗来纳大学教堂山分校毕业证成绩单学历学位认证 University of North Carolina at Chapel Hill","en"
"2403","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","""Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license""","en"
"3739","办理美国文凭Cornell学位证书Q/微86614733康奈尔大学毕业证成绩单学历学位认证 Cornell University","""Check in the American diploma Cornell diploma in Q/micro 86614733 Cornell University graduation certificate transcript of academic degree certification Cornell University""","no"
"2402","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","en"
"2401","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","en"
"2400","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","en"
"3730","办理美国文凭UK学位证书Q/微86614733肯塔基大学毕业证成绩单学历学位认证 University of Kentucky","For the United States diploma UK degree certificate Q / micro86614733肯塔基大学毕业证成绩单学历学位认证 University of Kentucky","en"
"3731","办理美国文凭LSU学位证书Q/微86614733路易斯安那州立大学毕业证成绩单学历学位认证 Louisiana State University, Baton Rouge","办理美国文凭LSU学位证书Q/微86614733路易斯安那州立大学毕业证成绩单学历学位认证 Louisiana State University, Baton Rouge","en"
"3732","办理美国文凭UofL学位证书Q/微86614733路易斯维尔大学毕业证成绩单学历学位认证 University of Louisville","""Check in the American diploma UofL degree Q/micro 86614733 the University of Louisville's graduate certificate transcripts of academic degree certification the University of Louisville""","en"
"3733","Tulane学位证书Q/微86614733杜兰大学毕业证成绩单学历学位认证 Tulane University","Tulane学位证书Q/微86614733杜兰大学毕业证成绩单学历学位认证 Tulane University","en"
"2409","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","""Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license""","en"
"2408","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","""Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license""","en"
"3734","办理美国文凭NEU学位证书Q/微86614733东北大学毕业证成绩单学历学位认证 Northeastern University","""Check in the American diploma NEU degree Q/micro 86614733 Northeastern University graduation certificate transcript of academic degree certification Northeastern University""","en"
"2407","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","""Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license""","en"
"3735","办理美国文凭Michigan学位证书Q/微86614733密歇根大学毕业证成绩单学历学位认证 University of Michigan, Ann Arbor","办理美国文凭Michigan学位证书Q/微86614733密歇根大学毕业证成绩单学历学位认证 University of Michigan, Ann Arbor","en"
"2406","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","en"
"3736","办理美国文凭RU学位证书Q/微86614733罗格斯大学毕业证成绩单学历学位认证 Rutgers University","""The check-United States diploma of the RU diploma in Q/micro 86614733 Rutgers University graduation certificate transcript of academic degree certification Rutgers University""","no"
"3750","办理美国文凭UVa学位证书Q/微86614733弗吉尼亚大学毕业证成绩单学历学位认证 University of Virginia","办理美国文凭UVa学位证书Q/微86614733弗吉尼亚大学毕业证成绩单学历学位认证 University of Virginia","en"
"2416","Early Childhood Education","Early Childhood Education","en"
"3748","办理美国文凭UVM学位证书Q/微86614733佛蒙特大学毕业证成绩单学历学位认证 University of Vermont","""Check in the American diploma UVM degree Q/micro 86614733 the University of Vermont graduation certificate transcript of academic degree certification the University of Vermont""","en"
"3749","办理美国文凭GMU学位证书Q/微86614733乔治梅森大学毕业证成绩单学历学位认证 George Mason University","""Check in the American diploma GMU degree Q/micro 86614733 George Mason University graduation certificate transcript of academic degree certification George Mason University""","no"
"2414","a system where people decide on policies and are truly , transparently and uncontestably represented through Blockchain voting systems","a system where people decide on policies and are truly , transparently and uncontestably represented through Blockchain voting systems","en"
"2413","A committee charged with policing public officials","A committee charged with policing public officials","en"
"2412","The End of Earth as We Know It","The End of Earth as We Know It","en"
"2411","De-registration Timescale?","""De-registration Timescale?""","it"
"2410","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","Acquire high quality real (realpalodocs@gmail.com) Passport, Visa, driving license","en"
"3740","办理美国文凭OSU学位证书Q/微86614733俄亥俄州立大学毕业证成绩单学历学位认证 Ohio State University at Columbus","办理美国文凭OSU学位证书Q/微86614733俄亥俄州立大学毕业证成绩单学历学位认证 Ohio State University at Columbus","en"
"3741","办理美国文凭Oregon学位证书Q/微86614733俄勒冈大学毕业证成绩单学历学位认证 University of Oregon","""Check-in is the American diploma the Oregon diploma Q/micro 86614733 Oregon University graduation certificate transcript of academic degree certification the University of Oregon""","en"
"3742","办理美国文凭PITT学位证书Q/微86614733匹兹堡大学毕业证成绩单学历学位认证 University of Pittsburgh","""Check in the American diploma PITT degree Q/micro 86614733 University of Pittsburgh graduation certificate transcript of academic degree certification University of Pittsburgh""","no"
"3743","办理美国文凭CU学位证书Q/微86614733克莱姆森大学毕业证成绩单学历学位认证 Clemson University","""Check in the American diploma CU degree Q/micro 86614733 Clemson University graduation certificate transcript of academic degree certification Clemson University""","no"
"3744","办理美国文凭Vandy学位证书Q/微86614733范德堡大学毕业证成绩单学历学位认证 Vanderbilt University","""Check in the American diploma Vandy degree Q/micro 86614733 Vanderbilt University graduation certificate transcript of academic degree certification Vanderbilt University""","no"
"2419","Spamming: Moderator Action?","Spamming: Moderator Action?","en"
"3745","办理美国文凭UT学位证书Q/微86614733田纳西大学毕业证成绩单学历学位认证 University of Tennessee","""Check in the American diploma UT degree Q/micro 86614733 University of Tennessee graduation certificate transcript of academic degree certification the University of Tennessee""","no"
"2418","Time on your hands? Take the Bull$hit course","Time on your hands? Take the Bull$hit course","en"
"3746","办理美国文凭SMU学位证书Q/微86614733南卫理公会大学毕业证成绩单学历学位认证 Southern Methodist University","办理美国文凭SMU学位证书Q/微86614733南卫理公会大学毕业证成绩单学历学位认证 Southern Methodist University","en"
"2417","Early Childhood Education","Early Childhood Education","en"
"3747","办理美国文凭TAMU学位证书Q/微86614733德克萨斯大学毕业证成绩单学历学位认证 Texas A&M University","办理美国文凭TAMU学位证书Q/微86614733德克萨斯大学毕业证成绩单学历学位认证 Texas A&M University","en"
"3760","not happy with facebook admins.","not happy with facebook admins.","en"
"3761","not happy with facebook admins","not happy with facebook admins","en"
"2430","Some Ministries in America","Some Ministries in America","en"
"2427","Government Positions as Symbolic Roles","Government Positions as Symbolic Roles","en"
"2426","Civic.America Activity Report","Civic.America Activity Report","en"
"2425","Proposition for embassies to contain American-only hostels","Proposition for embassies to contain American-only hostels","en"
"2424","光之訊息的傳遞","""The light of the message transfer""","zh-tw"
"2422","Advice for America University","Advice for America University","en"
"2421","Which day of yours??","Which day of yours??","en"
"3751","办理美国文凭UW学位证书Q/微86614733怀俄明大学毕业证成绩单学历学位认证 University of Wyoming","""Check in the American diploma UW degree Q/micro 86614733 the University of Wyoming graduation certificate transcript of academic degree certification the University of Wyoming""","en"
"3752","办理美国文凭UW-Madison学位证书Q/微86614733威斯康星大学麦迪逊分校毕业证成绩单学历学位认证 University of Wisconsin-Madison","办理美国文凭UW-Madison学位证书Q/微86614733威斯康星大学麦迪逊分校毕业证成绩单学历学位认证 University of Wisconsin-Madison","en"
"3753","办理美国文凭WVU学位证书Q/微86614733西弗吉尼亚大学毕业证成绩单学历学位认证 West Virginia University","""Check in the American diploma WVU degree Q/micro 86614733 West Virginia University graduation certificate transcript of academic degree certification West Virginia University""","no"
"3754","办理美国文凭GWU学位证书Q/微86614733乔治·华盛顿大学毕业证成绩单学历学位认证 George Washington University","""Check in the American diploma GWU diploma in Q/micro 86614733 George Washington University graduation certificate transcript of academic degree certification George Washington University""","en"
"3755","办理美国文凭UW学位证书Q/微86614733华盛顿大学毕业证成绩单学历学位认证 University of Washington","办理美国文凭UW学位证书Q/微86614733华盛顿大学毕业证成绩单学历学位认证 University of Washington","en"
"3756","I need help to escape war","I need help to escape war","en"
"3757","Phicksur here with today's headlines (March 9th edition)","Phicksur here with today's headlines (March 9th edition)","en"
"2428","Weekly Riddle!","""Weekly Riddle!""","en"
"3758","""The Arrival"" - alien's language: only a game or a solid concept?","""The Arrival"" - alien's language: only a game or a solid concept?","en"
"3770","Independent America currency name as Dollar, Euro, Rupee etc.should be declared with cashless trasiction through america banks.","Independent America currency name as Dollar, Euro, Rupee etc.should be declared with cashless trasiction through america banks.","en"
"3771","America Clothing...Uniform and space gear ideas","America Clothing...Uniform and space gear ideas","en"
"3772","Water and Oxygen (The Essentials)","Water and Oxygen (The Essentials)","en"
"2441","Hello from Uk","""Hello from Uk""","no"
"1110","Life and Understanding Classes","Life and Understanding Classes","en"
"2440","A Self-Sufficient City as a whole University","A Self-Sufficient City as a whole University","en"
"2438","Children accounts and certificates","Children accounts and certificates","en"
"1107","some data about the planets !","some data about the planets !","en"
"2437","new","""new""","cy"
"1105","Salutations from Paris","Salutations from Paris","en"
"1104","PaRoT-T.... natural born Prowdie","PaRoT-T.... natural born Prowdie","en"
"1103","Hello (Olá), from (do) Brazil (Brasil) - to (para) everyone (todos).","""Hello (Hello), from (from) Brazil (Brazil) - to (to) everyone (all).""","pt"
"2433","Dual Citizenship","Dual Citizenship","en"
"2432","American Dota Team","""American Dota Team""","en"
"1101","Heat transfer and dissipation in space: let us build a team with interested volunteers","Heat transfer and dissipation in space: let us build a team with interested volunteers","en"
"1100","[BUG] Forums","""[BUG] Forums""","is"
"2431","New terrorist group: they MUST be stopped from entering America!","New terrorist group: they MUST be stopped from entering America!","en"
"3762","new calendar in the forum","new calendar in the forum","en"
"3763","Recommendation: Decree No 2 Abrogation and institution of a Standard Authority","Recommendation: Decree No 2 Abrogation and institution of a Standard Authority","en"
"3764","办【美国毕业证】～康涅狄格大学UCONN毕业证文凭【Q微869520616】美国真实可查学历认证成绩单美国文凭学历文凭University of Connecticut","办【美国毕业证】～康涅狄格大学UCONN毕业证文凭【Q微869520616】美国真实可查学历认证成绩单美国文凭学历文凭University of Connecticut","en"
"3765","办【美国毕业证】～普林斯顿大学毕业证文凭【Q微869520616】美国真实可查学历认证成绩单美国文凭学历文凭Princeton University","""The Office [in the United States graduate certificateгЂ‘ to Princeton University graduation certificate diploma [in Q micro 869520616] United States true can be found in academic certification transcript United States diploma diploma Princeton University""","zh-cn"
"3766","买澳洲毕业证加QQ微信：744043126，澳洲买文凭办Melbourne毕业证，成绩单墨尔本大学Melbourne毕业证学历认证文凭The University of Melbourne","买澳洲毕业证加QQ微信：744043126，澳洲买文凭办Melbourne毕业证，成绩单墨尔本大学Melbourne毕业证学历认证文凭The University of Melbourne","en"
"3768","American's breakfast choice here from different countries to know.","American's breakfast choice here from different countries to know.","en"
"2439","Serious Ground Crew Training","Serious Ground Crew Training","en"
"3769","America Choice of extracurricular activities","America Choice of extracurricular activities","en"
"1108","[Official Post] Writing a valid Constitution : Step 3 - Form of the Government","[Official Post] Writing a valid Constitution : Step 3 - Form of the Government","en"
"3780","American's lunch items to know from different countries, veg /non-veg.","American's lunch items to know from different countries, veg /non-veg.","en"
"3781","American's lunch items to know from different countries, veg /non-veg.","American's lunch items to know from different countries, veg /non-veg.","en"
"3782","American's lunch items to know from different countries, veg /non-veg.","American's lunch items to know from different countries, veg /non-veg.","en"
"3783","CIT毕业证 加州理工学院文凭认证 Q微信1534584698 加州理工学院本科研究生学位认证 美国文凭学历成绩单 加州理工学院学历认证offerCalifornia Institute of Technology","""CIT diploma Caltech diploma certification Q wechat 1534584698 Caltech undergraduate graduate degree certification the United States diploma diploma transcript of the California Institute of technology education certification offerCalifornia Institute of Technology""","en"
"2452","Fall in citizen numbers","""Fall in citizen numbers""","en"
"1120","Spoken words","""Spoken words""","af"
"2451","5 days till promised election","5 days till promised election","en"
"2450","Here's A List Of Every Upcoming Space Mission For The Next Twenty Years","Here's A List Of Every Upcoming Space Mission For The Next Twenty Years","en"
"1117","Recommendations on the establishment of an official experimental group","Recommendations on the establishment of an official experimental group","en"
"2448","USA to pull back from UN and international Organisations ......effects for America?","USA to pull back from UN and international Organisations ......effects for America?","en"
"1116","info","info","en"
"2447","Premise for America","Premise for America","en"
"1115","A warm hello to all fellow citizens of America from Edinburgh","A warm hello to all fellow citizens of America from Edinburgh","en"
"1114","Greetings from Western Australia!","Greetings from Western Australia!","en"
"2445","[Bug] Can not open a specific post  (404 not found)","[Bug] Can not open a specific post  (404 not found)","en"
"2444","ASLLYWOOD","""ASLLYWOOD""","tl"
"1113","Law Enforcement","Law Enforcement","en"
"1112","hello from Pakistan","""hello from Pakistan""","no"
"2442","[DRAFT WRITING] American Citizen Rights and Responsibilities","[DRAFT WRITING] American Citizen Rights and Responsibilities","en"
"1111","Earth/World History","Earth/World History","en"
"3773","The full America Calendar, now available as picture file","The full America Calendar, now available as picture file","en"
"3775","Trying to figure out the current American Command structure","Trying to figure out the current American Command structure","en"
"3776","earn money free easily","earn money free easily","en"
"3777","How to make America attractive for the Investor","How to make America attractive for the Investor","en"
"3778","Change name in personal info?","Change name in personal info?","en"
"3779","Forum Progress","""Forum Progress""","lb"
"3790","圣路易斯华盛顿大学毕业证 圣路易斯华盛顿大学文凭认证 Q微信1534584698 圣路易斯华盛顿大学本科研究生学位认证 美国文凭学历成绩单 圣路易斯华盛顿大学学历认证offerWashington University in St Louis","""Washington University in St. Louis certificate of graduation Washington University in St. Louis diploma certification Q wechat 1534584698 St. Louis Washington University graduate degree certification American diploma academic transcripts Washington University in St. Louis academic certification offerWashington University in St Louis""","en"
"3791","康奈尔大学毕业证 康奈尔大学文凭认证 Q微信1534584698 康奈尔大学本科研究生学位认证 美国文凭学历成绩单 康奈尔大学学历认证offerCornell University","""Cornell diploma Cornell University diploma certification Q wechat 1534584698 Cornell University undergraduate graduate degree certification the United States diploma degree transcripts Cornell University academic certification offerCornell University""","zh-cn"
"3792","JHU毕业证 约翰霍普金斯大学文凭认证 Q微信1534584698 约翰霍普金斯大学本科研究生学位认证 美国文凭学历成绩单 约翰霍普金斯大学学历认证offerJohns Hopkins University","""JHU graduate certificate Johns Hopkins University diploma certification Q wechat 1534584698 Johns Hopkins University undergraduate graduate degree certification the United States diploma degree transcripts Johns Hopkins University School of Education certification offerJohns Hopkins University""","no"
"3793","CAL毕业证 UCB文凭认证 Q微信1534584698 加州大学伯克利分校本科研究生学位认证 美国文凭学历成绩单 加州大学伯克利分校学历认证offerUniversity of California Berkeley","""CAL diploma UCB diploma certification Q wechat 1534584698 University of California, Berkeley undergraduate graduate degree certification American diploma academic transcript of the University of California, Berkeley academic certification offerUniversity of California Berkeley""","no"
"3794","范德堡大学毕业证 范德堡大学文凭认证 Q微信1534584698 范德堡大学Vanderbilt本科研究生学位认证 美国文凭学历成绩单 范德堡大学学历认证offer Vanderbilt University","""Vanderbilt University diplomas Vanderbilt University diploma certification Q wechat 1534584698 Vanderbilt University Vanderbilt undergraduate graduate degree certification American diploma academic transcript Vanderbilt University academic certification offer Vanderbilt University""","no"
"2463","Greetings from Poland!","Greetings from Poland!","en"
"1132","Alternative Subforum Types","""Alternative Subforum Types""","en"
"1131","info","info","en"
"2462","Happy 125th Birthday Bessie Coleman!","Happy 125th Birthday Bessie Coleman!","en"
"1130","info","info","en"
"2460","Being American","""Being American""","en"
"1129","info","info","en"
"2459","June 2017 Elections","""June 2017 Elections""","fr"
"1127","Embassy in the Italian territory","Embassy in the Italian territory","en"
"2458","Biomimicry","""Biomimicry""","pl"
"1126","info","info","en"
"2457","CONGRATULATIONS Prime Minister of The Republic of Mauritius Mr.Pravind Kumar Jugnauth.","CONGRATULATIONS Prime Minister of The Republic of Mauritius Mr.Pravind Kumar Jugnauth.","en"
"1125","Embassy in the Italian territory","Embassy in the Italian territory","en"
"2456","我希望能添加中文选项在论坛里／I would like to add Chinese options in the Forum","我希望能添加中文选项在论坛里／I would like to add Chinese options in the Forum","en"
"1124","info","info","en"
"1123","info","info","en"
"2454","A Private Space Station Might Be Born From the ISS","A Private Space Station Might Be Born From the ISS","en"
"1122","info","info","en"
"2453","Musical Diversity","Musical Diversity","en"
"3784","宾夕法尼亚大学毕业证 宾夕法尼亚大学文凭认证 Q微信1534584698 宾夕法尼亚大学本科研究生学位认证 美国文凭学历成绩单 宾夕法尼亚大学学历认证offerUniversity of Pennsylvania","""University of Pennsylvania diploma University of Pennsylvania diploma certification Q wechat 1534584698 University of Pennsylvania undergraduate graduate degree certification American diploma academic transcript of the University of Pennsylvania education certification offerUniversity of Pennsylvania""","no"
"3785","哥伦比亚大学毕业证 哥伦比亚大学文凭认证 Q微信1534584698 哥伦比亚大学本科研究生学位认证 美国文凭学历成绩单 哥伦比亚大学学历认证offerColumbia University,The School of General Studies","哥伦比亚大学毕业证 哥伦比亚大学文凭认证 Q微信1534584698 哥伦比亚大学本科研究生学位认证 美国文凭学历成绩单 哥伦比亚大学学历认证offerColumbia University,The School of General Studies","en"
"3786","杜克大学毕业证 杜克大学文凭认证 Q微信1534584698 杜克大学Duke本科研究生学位认证 美国文凭学历成绩单 杜克大学学历认证offerDuke University","""Duke diploma Duke University diploma certification Q wechat 1534584698 Duke University Duke undergraduate graduate degree certification American diploma academic transcript from Duke University academic certification offerDuke University""","no"
"3787","Chicago大学毕业证 芝加哥大学文凭认证 Q微信1534584698 芝加哥大学本科研究生学位认证 美国文凭学历成绩单 芝加哥大学学历认证offerThe University of Chicago","Chicago大学毕业证 芝加哥大学文凭认证 Q微信1534584698 芝加哥大学本科研究生学位认证 美国文凭学历成绩单 芝加哥大学学历认证offerThe University of Chicago","en"
"3788","达特茅斯学院毕业证 达特茅斯学院文凭认证 Q微信1534584698 达特茅斯学院本科研究生学位认证 美国文凭学历成绩单 达特茅斯学院学历认证offerDartmouth College","""Dartmouth College diploma at Dartmouth College diploma certification Q wechat 1534584698 Dartmouth College bachelor degree graduate degree certification the United States diploma degree transcripts Dartmouth College academic certification offerDartmouth College""","zh-cn"
"3789","西北大学毕业证 西北大学文凭认证 Q微信1534584698 西北大学本科研究生学位认证 美国文凭学历成绩单 西北大学学历认证offerNorthwestern University","""Northwestern University diploma, Northwestern University diploma certification Q wechat 1534584698 Northwestern University bachelor degree graduate degree certification the United States diploma diploma transcript of the Northwestern University academic certification offerNorthwestern University""","no"
"2474","MASONIC LODGE AMERICA NO. 1","""MASONIC LODGE AMERICA NO. 1""","lb"
"1143","How we know aliens(ET) is friendly or not.","How we know aliens(ET) is friendly or not.","en"
"2473","MASONIC LODGE AMERICA NO. 1","""MASONIC LODGE AMERICA NO. 1""","lb"
"2472","Masonic Lodge America No. 1","""Masonic Lodge America No. 1""","lij"
"1141","kind regards from Paraguay, saludos cordiales desde Paraguay","""kind regards from Paraguay, saludos cordiales desde Paraguay""","es"
"2471","Humanitarian Efforts","""Humanitarian Efforts""","eu"
"1140","Hello from Mexico City (Saludos a todos desde CDMX)","""Hello from Mexico City (Greetings to all from CDMX)""","es"
"1139","Hello from Croatia !","""Hello from Croatia !""","en"
"2469","Vienna","""Vienna""","fi"
"1138","Death of a Princess - Rest in Peace Carrie Fisher","Death of a Princess - Rest in Peace Carrie Fisher","en"
"2468","Hello from Shanghai China","Hello from Shanghai China","en"
"1137","Can the total view number be added to general opening page?","Can the total view number be added to general opening page?","en"
"2467","Digital Currency backed by Physical Assets.","Digital Currency backed by Physical Assets.","en"
"1136","Ministry of Agriculture","Ministry of Agriculture","en"
"1135","Will any minister take salary?","""Will any minister take salary?""","tk"
"2466","Who can run for office?","Who can run for office?","en"
"2465","America government should be formed through selection process","America government should be formed through selection process","en"
"1134","Money type","Money type","en"
"2464","can you fly a helicopter,drones or microlight on the moon?","can you fly a helicopter,drones or microlight on the moon?","en"
"1133","Different User Level Display","""Different User Level Display""","en"
"3795","圣母大学毕业证 圣母大学文凭认证 Q微信1534584698 圣母大学学历＃美国文凭学历成绩单 圣母大学学历认证offer University of Notre Dame","圣母大学毕业证 圣母大学文凭认证 Q微信1534584698 圣母大学学历＃美国文凭学历成绩单 圣母大学学历认证offer University of Notre Dame","en"
"3796","埃默里大学毕业证 Emory大学文凭认证 Q微信1534584698 埃默里大学Emory本科研究生学位认证 美国文凭学历成绩单 埃默里大学学历认证offerEmory University","""Emory University diploma the Emory University diploma certification Q wechat 1534584698 Emory University Emory undergraduate graduate degree certification American diploma academic transcript Emory University degree certification offerEmory University""","en"
"3797","莱斯大学毕业证 Rice大学文凭认证 Q微信1534584698 莱斯大学Rice本科研究生学位认证 美国文凭学历成绩单 莱斯大学学历认证offerRice University","莱斯大学毕业证 Rice大学文凭认证 Q微信1534584698 莱斯大学Rice本科研究生学位认证 美国文凭学历成绩单 莱斯大学学历认证offerRice University","en"
"3798","布朗大学毕业证 Brown大学文凭认证 Q微信1534584698 布朗大学Brown本科研究生学位认证 美国文凭学历成绩单 布朗大学学历认证offerBrown University","布朗大学毕业证 Brown大学文凭认证 Q微信1534584698 布朗大学Brown本科研究生学位认证 美国文凭学历成绩单 布朗大学学历认证offerBrown University","en"
"3799","UNC毕业证 UNC文凭认证 Q微信1534584698 北卡罗来纳大学教堂山分校本科研究生学位认证 美国文凭学历成绩单 UNC大学学历认证offerThe University of North Carolina at Chapel Hill","UNC毕业证 UNC文凭认证 Q微信1534584698 北卡罗来纳大学教堂山分校本科研究生学位认证 美国文凭学历成绩单 UNC大学学历认证offerThe University of North Carolina at Chapel Hill","en"
"2485","Structural Observations","Structural Observations","en"
"1154","RIP Carrie - follow up...","RIP Carrie - follow up...","en"
"2484","Radio","""Radio""","id"
"1153","Suggestion for a new ministry: ""Ministry of Sports and Leisure""","Suggestion for a new ministry: ""Ministry of Sports and Leisure""","en"
"1152","saludo","""saludo""","jv"
"2483","I think America should be a Technocracy!","I think America should be a Technocracy!","en"
"2482","Metallic Hydrogen","""Metallic Hydrogen""","cy"
"1151","Punish Corruption with Death, By Law!!","Punish Corruption with Death, By Law!!","en"
"1150","Can we troll here?","Can we troll here?","en"
"2481","Kik messaging group???","""Kik messaging group???""","id"
"2480","Americans are the super human than earth country citizens.","Americans are the super human than earth country citizens.","en"
"1149","Regarding Non-English Post Outside National Chapter","Regarding Non-English Post Outside National Chapter","en"
"1148","Hello from Perú - Hola de Perú","""Hello from Peru - Hi Peru""","es"
"2479","Marriage in America","Marriage in America","en"
"2478","Future of robotics for humans..should we be here , researching producing and marketing ?","Future of robotics for humans..should we be here , researching producing and marketing ?","en"
"1147","Hello from Portugal (1500 Portugueses desaparecidos)","""Hello from Portugal (1500 Portuguese missing)""","pt"
"1146","Top Science News","Top Science News","en"
"2477","I don't need your help I have a care robot..Robotics future sooner than we think.","I don't need your help I have a care robot..Robotics future sooner than we think.","en"
"1145","Science promoting","Science promoting","en"
"2475","American Holidays","American Holidays","en"
"2496","Bio-Laboratory aimed to study how to colonize outer space. / multidisciplinary research","Bio-Laboratory aimed to study how to colonize outer space. / multidisciplinary research","en"
"1164","hello from Spain!!","hello from Spain!!","en"
"1163","some of my works","some of my works","en"
"2494","livestock production and animal science in space","livestock production and animal science in space","en"
"2493","Identity cards for americans are essencial.","""Identity cards for americans are essencial.""","ca"
"1161","Greetings from Chile!","Greetings from Chile!","en"
"2492","Additional information about citizens","Additional information about citizens","en"
"1160","Greetings from Turkey!","Greetings from Turkey!","en"
"2490","Reading . . .","""Reading . . .""","en"
"1159","If some nation declare war against America","If some nation declare war against America","en"
"2489","新年快乐","""Happy New Year""","zh-cn"
"1157","Hola desde Chile!!","""Hello from Chile!!""","es"
"2488","Significant moments in modern Music History","Significant moments in modern Music History","en"
"2487","American Film Commission","American Film Commission","en"
"1155","French To English and vice-versa translate","French To English and vice-versa translate","en"
"1176","Recommendations on the establishment of an official experimental group","Recommendations on the establishment of an official experimental group","en"
"1175","Instincts/ Instintos","Instincts/ Instintos","en"
"1174","You do not have my language from Brazil.","You do not have my language from Brazil.","en"
"1173","Ministry of environment?","Ministry of environment?","en"
"1172","Bienvenidos","""Welcome""","es"
"1170","Could we do an Orchestra like YouTube or all these Virtual Orchestras?","Could we do an Orchestra like YouTube or all these Virtual Orchestras?","en"
"1169","Hello my friends and fellow citizens!","Hello my friends and fellow citizens!","en"
"2499","I never got the certificate of citizenship","I never got the certificate of citizenship","en"
"2498","Bio-Systems Laboratory aimed at studying how to colonize outer space. / multidisciplinary research","Bio-Systems Laboratory aimed at studying how to colonize outer space. / multidisciplinary research","en"
"1167","Another Suggestion about Ministries","Another Suggestion about Ministries","en"
"1187","Solid rocket propellant","""Solid rocket propellant""","sv"
"1186","Daluton el argentina","""Daluton el argentina""","es"
"1185","Hello! from Mexico","Hello! from Mexico","en"
"1184","Space junk, (first adquisition.)","""Space junk, (first adquisition.)""","en"
"1183","MYE Rhetoric and Dialectics","MYE Rhetoric and Dialectics","en"
"1181","The Taboo subject: TAXES","The Taboo subject: TAXES","en"
"1180","Americans Business register and declare","Americans Business register and declare","en"
"1179","Space Aircraft Carrier. (Team America Design)","Space Aircraft Carrier. (Team America Design)","en"
"1178","I opening “Zwers foods trade company”  is americans company.","I opening “Zwers foods trade company”  is americans company.","en"
"1177","zwers foods trade company.  americans private company","zwers foods trade company.  americans private company","en"
